order_id,user_id,product_id,order_date,quantity,day_of_week,week_of_year,month,year
2523,335,138,2024-06-11,2,1,24,6,2024
2524,339,112,2025-03-29,2,5,13,3,2025
2525,2,87,2024-10-07,1,0,41,10,2024
2526,374,118,2025-08-19,4,1,34,8,2025
2527,409,149,2025-07-07,3,0,28,7,2025
2528,32,150,2025-09-20,3,5,38,9,2025
2529,283,187,2025-09-19,4,4,38,9,2025
2530,249,104,2024-10-11,4,4,41,10,2024
2531,8,82,2024-06-18,2,1,25,6,2024
2532,309,155,2025-11-08,3,5,45,11,2025
2533,62,95,2024-08-01,4,3,31,8,2024
2534,166,30,2025-12-14,2,6,50,12,2025
2535,322,144,2025-02-19,4,2,8,2,2025
2536,217,92,2024-07-10,3,2,28,7,2024
2537,185,153,2024-09-06,1,4,36,9,2024
2538,179,157,2025-10-17,2,4,42,10,2025
2539,296,98,2024-06-29,4,5,26,6,2024
2540,498,191,2025-12-25,2,3,52,12,2025
2541,15,22,2025-02-19,2,2,8,2,2025
2542,94,100,2024-11-28,1,3,48,11,2024
2543,370,98,2025-01-13,2,0,3,1,2025
2544,278,157,2025-06-16,2,0,25,6,2025
2545,380,40,2025-05-14,2,2,20,5,2025
2546,235,113,2025-07-09,4,2,28,7,2025
2547,298,158,2025-01-23,2,3,4,1,2025
2548,315,123,2026-01-11,1,6,2,1,2026
2549,202,18,2024-12-09,4,0,50,12,2024
2550,457,154,2025-07-27,2,6,30,7,2025
2551,364,111,2024-12-23,1,0,52,12,2024
2552,263,75,2024-12-29,1,6,52,12,2024
2553,122,176,2025-10-01,2,2,40,10,2025
2554,158,70,2024-06-11,1,1,24,6,2024
2555,100,40,2026-01-03,2,5,1,1,2026
2556,82,17,2024-04-26,1,4,17,4,2024
2557,360,122,2024-08-01,2,3,31,8,2024
2558,270,177,2025-04-06,3,6,14,4,2025
2559,108,22,2024-03-28,3,3,13,3,2024
2560,422,8,2024-07-03,4,2,27,7,2024
2561,334,52,2024-09-24,4,1,39,9,2024
2562,76,27,2026-01-01,1,3,1,1,2026
2563,347,190,2025-12-05,2,4,49,12,2025
2564,381,41,2025-11-19,3,2,47,11,2025
2565,44,110,2024-04-10,1,2,15,4,2024
2566,386,66,2024-12-11,2,2,50,12,2024
2567,367,79,2026-01-04,1,6,1,1,2026
2568,315,89,2026-01-04,2,6,1,1,2026
2569,40,112,2024-10-30,1,2,44,10,2024
2570,90,138,2024-04-09,1,1,15,4,2024
2571,470,94,2024-10-10,1,3,41,10,2024
2572,57,191,2024-04-20,2,5,16,4,2024
2573,23,52,2025-10-09,1,3,41,10,2025
2574,487,88,2025-10-29,4,2,44,10,2025
2575,82,183,2025-08-23,4,5,34,8,2025
2576,414,45,2025-06-26,1,3,26,6,2025
2577,245,135,2025-11-26,3,2,48,11,2025
2578,351,98,2025-01-06,3,0,2,1,2025
2579,450,172,2024-08-01,3,3,31,8,2024
2580,441,171,2024-11-13,4,2,46,11,2024
2581,121,99,2025-07-09,3,2,28,7,2025
2582,46,132,2025-08-18,1,0,34,8,2025
2583,194,13,2024-05-01,1,2,18,5,2024
2584,475,49,2025-08-13,4,2,33,8,2025
2585,440,51,2025-07-11,1,4,28,7,2025
2586,391,105,2025-12-11,4,3,50,12,2025
2587,372,13,2025-01-31,3,4,5,1,2025
2588,164,90,2024-09-07,4,5,36,9,2024
2589,297,142,2024-05-12,4,6,19,5,2024
2590,282,147,2024-07-22,2,0,30,7,2024
2591,356,26,2024-03-19,4,1,12,3,2024
2592,398,20,2025-04-02,1,2,14,4,2025
2593,419,39,2025-09-26,2,4,39,9,2025
2594,356,128,2025-06-11,4,2,24,6,2025
2595,289,163,2024-04-06,2,5,14,4,2024
2596,64,141,2025-03-18,3,1,12,3,2025
2597,400,68,2025-10-28,3,1,44,10,2025
2598,98,157,2025-01-07,4,1,2,1,2025
2599,492,18,2025-03-20,3,3,12,3,2025
2600,346,1,2025-11-10,2,0,46,11,2025
2601,57,139,2024-09-08,4,6,36,9,2024
2602,490,163,2025-06-16,4,0,25,6,2025
2603,489,11,2024-07-19,3,4,29,7,2024
2604,248,59,2025-11-18,2,1,47,11,2025
2605,489,101,2025-01-31,2,4,5,1,2025
2606,341,190,2024-10-01,4,1,40,10,2024
2607,454,99,2024-05-05,1,6,18,5,2024
2608,491,154,2025-12-25,3,3,52,12,2025
2609,234,4,2024-09-24,2,1,39,9,2024
2610,302,118,2025-09-21,1,6,38,9,2025
2611,481,171,2026-01-23,1,4,4,1,2026
2612,43,97,2024-07-31,1,2,31,7,2024
2613,225,83,2025-09-26,3,4,39,9,2025
2614,60,122,2025-07-27,3,6,30,7,2025
2615,138,14,2024-06-08,1,5,23,6,2024
2616,88,141,2024-12-14,1,5,50,12,2024
2617,176,150,2024-03-29,3,4,13,3,2024
2618,178,147,2025-03-16,3,6,11,3,2025
2619,310,139,2024-03-13,1,2,11,3,2024
2620,315,198,2025-04-04,3,4,14,4,2025
2621,388,136,2026-01-11,2,6,2,1,2026
2622,113,151,2025-03-28,4,4,13,3,2025
2623,197,127,2024-07-23,3,1,30,7,2024
2624,261,80,2024-09-05,3,3,36,9,2024
2625,463,150,2024-08-07,4,2,32,8,2024
2626,489,161,2025-06-24,4,1,26,6,2025
2627,151,103,2025-10-14,2,1,42,10,2025
2628,105,34,2024-08-15,1,3,33,8,2024
2629,265,62,2026-02-21,1,5,8,2,2026
2630,262,142,2024-12-16,2,0,51,12,2024
2631,488,40,2025-09-04,2,3,36,9,2025
2632,154,174,2024-09-16,2,0,38,9,2024
2633,84,76,2026-01-02,1,4,1,1,2026
2634,197,176,2026-03-02,3,0,10,3,2026
2635,301,185,2025-03-04,1,1,10,3,2025
2636,109,83,2025-08-11,3,0,33,8,2025
2637,429,61,2024-08-15,3,3,33,8,2024
2638,44,191,2026-02-07,4,5,6,2,2026
2639,487,31,2024-05-21,2,1,21,5,2024
2640,202,198,2024-10-22,2,1,43,10,2024
2641,176,30,2025-09-05,2,4,36,9,2025
2642,254,110,2024-09-12,3,3,37,9,2024
2643,244,72,2024-10-17,1,3,42,10,2024
2644,486,87,2024-07-19,1,4,29,7,2024
2645,6,192,2025-01-27,3,0,5,1,2025
2646,376,56,2024-05-09,1,3,19,5,2024
2647,298,30,2024-04-01,1,0,14,4,2024
2648,446,88,2024-06-07,4,4,23,6,2024
2649,315,132,2025-11-22,3,5,47,11,2025
2650,2,83,2025-08-24,1,6,34,8,2025
2651,236,149,2026-01-29,3,3,5,1,2026
2652,310,174,2024-05-10,3,4,19,5,2024
2653,426,84,2025-05-23,1,4,21,5,2025
2654,165,191,2025-12-13,3,5,50,12,2025
2655,254,106,2025-11-24,4,0,48,11,2025
2656,338,94,2024-10-01,2,1,40,10,2024
2657,326,168,2024-11-30,1,5,48,11,2024
2658,228,147,2025-01-04,2,5,1,1,2025
2659,167,197,2026-01-25,4,6,4,1,2026
2660,404,11,2026-01-21,4,2,4,1,2026
2661,101,6,2024-04-01,1,0,14,4,2024
2662,499,155,2024-05-03,2,4,18,5,2024
2663,475,116,2026-02-20,1,4,8,2,2026
2664,75,21,2024-11-18,4,0,47,11,2024
2665,183,180,2025-09-12,3,4,37,9,2025
2666,484,140,2025-02-25,3,1,9,2,2025
2667,474,132,2026-01-22,1,3,4,1,2026
2668,183,85,2025-03-18,4,1,12,3,2025
2669,133,160,2024-09-30,1,0,40,9,2024
2670,61,88,2025-07-01,2,1,27,7,2025
2671,195,191,2024-03-24,3,6,12,3,2024
2672,464,162,2024-10-21,3,0,43,10,2024
2673,35,37,2024-08-26,1,0,35,8,2024
2674,129,147,2026-03-02,1,0,10,3,2026
2675,350,96,2024-04-10,1,2,15,4,2024
2676,185,91,2025-02-18,3,1,8,2,2025
2677,76,153,2024-12-28,2,5,52,12,2024
2678,124,70,2025-02-14,3,4,7,2,2025
2679,29,160,2025-09-13,2,5,37,9,2025
2680,230,168,2024-06-20,2,3,25,6,2024
2681,123,197,2025-02-24,3,0,9,2,2025
2682,314,184,2025-02-14,2,4,7,2,2025
2683,360,105,2024-05-25,4,5,21,5,2024
2684,351,169,2025-05-20,4,1,21,5,2025
2685,235,105,2025-04-30,1,2,18,4,2025
2686,120,37,2024-10-22,3,1,43,10,2024
2687,375,125,2025-08-20,2,2,34,8,2025
2688,177,51,2025-10-24,4,4,43,10,2025
2689,382,5,2024-06-12,4,2,24,6,2024
2690,405,137,2024-05-22,1,2,21,5,2024
2691,6,42,2024-12-24,4,1,52,12,2024
2692,185,71,2025-10-22,4,2,43,10,2025
2693,116,15,2024-09-10,3,1,37,9,2024
2694,315,164,2025-03-13,2,3,11,3,2025
2695,309,126,2026-01-14,3,2,3,1,2026
2696,441,67,2024-05-30,4,3,22,5,2024
2697,355,138,2024-05-30,3,3,22,5,2024
2698,42,47,2024-03-23,3,5,12,3,2024
2699,329,188,2025-01-08,3,2,2,1,2025
2700,216,85,2025-08-26,4,1,35,8,2025
2701,183,17,2024-05-08,1,2,19,5,2024
2702,121,74,2025-09-29,2,0,40,9,2025
2703,87,100,2025-03-12,2,2,11,3,2025
2704,183,147,2024-11-10,4,6,45,11,2024
2705,472,148,2025-04-10,2,3,15,4,2025
2706,6,20,2025-04-04,4,4,14,4,2025
2707,119,103,2024-08-11,1,6,32,8,2024
2708,228,123,2025-09-28,2,6,39,9,2025
2709,332,5,2024-07-09,1,1,28,7,2024
2710,357,148,2025-06-10,2,1,24,6,2025
2711,394,167,2025-07-28,3,0,31,7,2025
2712,125,78,2025-08-05,4,1,32,8,2025
2713,96,130,2025-12-06,3,5,49,12,2025
2714,249,133,2024-06-02,4,6,22,6,2024
2715,217,181,2024-07-06,4,5,27,7,2024
2716,243,152,2025-02-14,3,4,7,2,2025
2717,418,64,2025-11-28,3,4,48,11,2025
2718,324,184,2024-07-15,4,0,29,7,2024
2719,276,145,2025-08-07,4,3,32,8,2025
2720,436,144,2024-11-09,1,5,45,11,2024
2721,155,136,2024-09-15,4,6,37,9,2024
2722,2,11,2024-04-18,4,3,16,4,2024
2723,87,133,2026-01-18,4,6,3,1,2026
2724,447,174,2026-02-23,2,0,9,2,2026
2725,328,193,2024-07-25,1,3,30,7,2024
2726,397,95,2025-03-03,4,0,10,3,2025
2727,433,111,2024-06-18,3,1,25,6,2024
2728,182,130,2024-03-12,3,1,11,3,2024
2729,138,158,2026-03-07,4,5,10,3,2026
2730,106,182,2024-05-08,4,2,19,5,2024
2731,401,196,2025-05-29,3,3,22,5,2025
2732,427,29,2024-06-19,3,2,25,6,2024
2733,280,15,2024-04-22,3,0,17,4,2024
2734,352,94,2024-07-22,1,0,30,7,2024
2735,99,200,2025-07-01,3,1,27,7,2025
2736,111,69,2025-05-27,3,1,22,5,2025
2737,254,183,2025-02-13,4,3,7,2,2025
2738,8,191,2025-06-18,3,2,25,6,2025
2739,193,25,2025-07-03,4,3,27,7,2025
2740,494,107,2024-11-20,3,2,47,11,2024
2741,28,6,2024-12-29,2,6,52,12,2024
2742,114,183,2026-02-22,2,6,8,2,2026
2743,357,35,2025-06-07,4,5,23,6,2025
2744,258,101,2026-01-22,2,3,4,1,2026
2745,157,93,2026-01-09,2,4,2,1,2026
2746,45,132,2025-08-16,1,5,33,8,2025
2747,207,158,2024-04-27,4,5,17,4,2024
2748,4,142,2024-11-21,2,3,47,11,2024
2749,139,30,2024-10-16,3,2,42,10,2024
2750,493,72,2025-03-14,1,4,11,3,2025
2751,498,36,2025-04-09,2,2,15,4,2025
2752,256,138,2025-01-10,1,4,2,1,2025
2753,212,115,2025-10-07,2,1,41,10,2025
2754,355,41,2025-06-07,1,5,23,6,2025
2755,5,163,2025-03-17,3,0,12,3,2025
2756,208,94,2024-03-29,4,4,13,3,2024
2757,331,2,2024-07-20,4,5,29,7,2024
2758,43,120,2025-05-14,3,2,20,5,2025
2759,56,17,2025-03-20,3,3,12,3,2025
2760,446,88,2024-09-25,4,2,39,9,2024
2761,63,157,2024-08-01,3,3,31,8,2024
2762,199,174,2024-06-17,1,0,25,6,2024
2763,323,193,2025-07-30,2,2,31,7,2025
2764,380,11,2025-12-30,2,1,1,12,2025
2765,331,87,2024-11-16,1,5,46,11,2024
2766,100,56,2025-05-08,3,3,19,5,2025
2767,270,60,2025-09-13,2,5,37,9,2025
2768,493,122,2025-06-18,2,2,25,6,2025
2769,111,193,2025-01-14,4,1,3,1,2025
2770,312,156,2025-03-09,1,6,10,3,2025
2771,36,131,2024-06-16,2,6,24,6,2024
2772,167,18,2025-07-06,3,6,27,7,2025
2773,10,127,2026-01-20,4,1,4,1,2026
2774,233,189,2025-12-30,3,1,1,12,2025
2775,154,139,2024-11-18,1,0,47,11,2024
2776,495,171,2025-10-30,4,3,44,10,2025
2777,184,81,2025-04-10,4,3,15,4,2025
2778,123,108,2025-12-08,1,0,50,12,2025
2779,95,111,2024-09-11,3,2,37,9,2024
2780,233,14,2024-11-22,1,4,47,11,2024
2781,82,197,2025-01-16,4,3,3,1,2025
2782,456,129,2024-05-30,4,3,22,5,2024
2783,202,127,2025-05-22,1,3,21,5,2025
2784,37,140,2024-10-16,1,2,42,10,2024
2785,355,168,2025-11-05,2,2,45,11,2025
2786,471,138,2024-03-10,1,6,10,3,2024
2787,132,28,2025-07-19,2,5,29,7,2025
2788,55,154,2024-04-10,3,2,15,4,2024
2789,334,184,2024-05-04,2,5,18,5,2024
2790,93,121,2025-06-03,3,1,23,6,2025
2791,94,137,2025-04-12,1,5,15,4,2025
2792,222,62,2024-09-15,3,6,37,9,2024
2793,472,104,2025-12-02,4,1,49,12,2025
2794,408,194,2024-04-09,3,1,15,4,2024
2795,488,32,2025-10-21,4,1,43,10,2025
2796,370,19,2025-01-26,1,6,4,1,2025
2797,390,24,2025-12-29,3,0,1,12,2025
2798,298,71,2025-03-18,3,1,12,3,2025
2799,287,55,2024-12-19,2,3,51,12,2024
2800,158,13,2025-11-17,3,0,47,11,2025
2801,173,155,2024-11-21,4,3,47,11,2024
2802,221,193,2025-10-07,1,1,41,10,2025
2803,402,3,2024-05-21,1,1,21,5,2024
2804,490,12,2025-05-26,1,0,22,5,2025
2805,402,178,2024-12-29,3,6,52,12,2024
2806,343,131,2025-09-13,2,5,37,9,2025
2807,471,32,2024-05-03,1,4,18,5,2024
2808,173,41,2025-09-05,3,4,36,9,2025
2809,190,17,2025-08-21,1,3,34,8,2025
2810,232,84,2025-03-10,4,0,11,3,2025
2811,422,115,2024-04-15,1,0,16,4,2024
2812,463,111,2026-01-06,2,1,2,1,2026
2813,257,16,2025-11-20,2,3,47,11,2025
2814,83,90,2025-01-26,3,6,4,1,2025
2815,220,56,2024-11-18,2,0,47,11,2024
2816,18,127,2025-01-30,1,3,5,1,2025
2817,415,193,2024-08-31,4,5,35,8,2024
2818,159,100,2025-09-13,4,5,37,9,2025
2819,487,19,2025-04-04,1,4,14,4,2025
2820,310,58,2024-05-14,4,1,20,5,2024
2821,196,60,2024-08-12,1,0,33,8,2024
2822,306,139,2024-07-02,3,1,27,7,2024
2823,9,113,2025-01-27,3,0,5,1,2025
2824,6,66,2025-05-20,3,1,21,5,2025
2825,19,46,2026-03-03,3,1,10,3,2026
2826,455,139,2024-10-29,1,1,44,10,2024
2827,204,134,2025-09-30,1,1,40,9,2025
2828,83,186,2025-04-04,3,4,14,4,2025
2829,201,170,2025-02-10,3,0,7,2,2025
2830,308,3,2024-07-21,1,6,29,7,2024
2831,415,161,2025-05-19,2,0,21,5,2025
2832,296,173,2024-09-29,3,6,39,9,2024
2833,497,34,2024-09-23,2,0,39,9,2024
2834,498,3,2025-09-27,1,5,39,9,2025
2835,291,69,2025-11-10,2,0,46,11,2025
2836,305,182,2025-02-10,3,0,7,2,2025
2837,43,19,2025-06-07,4,5,23,6,2025
2838,305,170,2025-08-06,3,2,32,8,2025
2839,229,34,2025-04-22,4,1,17,4,2025
2840,140,3,2024-09-11,4,2,37,9,2024
2841,330,1,2025-08-25,4,0,35,8,2025
2842,145,48,2025-03-11,1,1,11,3,2025
2843,337,62,2025-09-04,3,3,36,9,2025
2844,161,189,2025-11-15,4,5,46,11,2025
2845,414,45,2025-01-10,2,4,2,1,2025
2846,445,123,2025-03-09,4,6,10,3,2025
2847,292,12,2024-05-12,3,6,19,5,2024
2848,356,113,2025-02-02,4,6,5,2,2025
2849,246,139,2025-08-09,4,5,32,8,2025
2850,82,29,2026-02-07,4,5,6,2,2026
2851,397,180,2025-04-23,2,2,17,4,2025
2852,284,161,2025-06-25,4,2,26,6,2025
2853,478,37,2024-05-17,4,4,20,5,2024
2854,453,4,2024-05-08,1,2,19,5,2024
2855,309,71,2025-11-07,1,4,45,11,2025
2856,455,173,2024-04-08,4,0,15,4,2024
2857,409,113,2025-01-26,2,6,4,1,2025
2858,469,119,2024-05-26,1,6,21,5,2024
2859,485,3,2024-04-28,1,6,17,4,2024
2860,48,152,2024-06-08,3,5,23,6,2024
2861,82,5,2024-08-11,1,6,32,8,2024
2862,86,86,2025-07-03,2,3,27,7,2025
2863,148,23,2024-07-20,1,5,29,7,2024
2864,385,54,2024-04-13,4,5,15,4,2024
2865,381,156,2024-08-28,2,2,35,8,2024
2866,279,132,2025-10-27,2,0,44,10,2025
2867,321,160,2026-02-01,3,6,5,2,2026
2868,53,163,2024-10-12,2,5,41,10,2024
2869,141,113,2025-05-25,3,6,21,5,2025
2870,255,95,2024-06-06,1,3,23,6,2024
2871,395,145,2024-11-29,3,4,48,11,2024
2872,133,191,2026-01-11,1,6,2,1,2026
2873,193,1,2024-07-06,2,5,27,7,2024
2874,218,77,2024-04-20,1,5,16,4,2024
2875,59,164,2024-10-01,4,1,40,10,2024
2876,38,178,2025-03-20,4,3,12,3,2025
2877,341,133,2025-01-23,3,3,4,1,2025
2878,302,15,2024-11-02,2,5,44,11,2024
2879,126,22,2026-01-07,1,2,2,1,2026
2880,118,117,2024-08-26,4,0,35,8,2024
2881,82,151,2025-02-27,1,3,9,2,2025
2882,334,44,2025-08-16,1,5,33,8,2025
2883,441,126,2025-05-31,1,5,22,5,2025
2884,499,197,2025-05-06,4,1,19,5,2025
2885,356,13,2025-11-18,4,1,47,11,2025
2886,409,127,2024-05-12,3,6,19,5,2024
2887,263,137,2024-10-01,4,1,40,10,2024
2888,360,8,2026-01-26,4,0,5,1,2026
2889,261,163,2024-10-11,3,4,41,10,2024
2890,216,100,2024-06-03,3,0,23,6,2024
2891,394,188,2025-01-27,2,0,5,1,2025
2892,388,82,2025-09-06,2,5,36,9,2025
2893,276,19,2026-01-29,3,3,5,1,2026
2894,401,163,2025-08-20,4,2,34,8,2025
2895,159,154,2024-10-08,3,1,41,10,2024
2896,277,68,2025-08-15,1,4,33,8,2025
2897,300,109,2024-08-29,4,3,35,8,2024
2898,438,56,2024-04-16,3,1,16,4,2024
2899,431,181,2024-05-25,4,5,21,5,2024
2900,99,73,2024-12-23,4,0,52,12,2024
2901,132,187,2025-02-02,4,6,5,2,2025
2902,100,15,2024-05-23,1,3,21,5,2024
2903,9,68,2024-07-05,4,4,27,7,2024
2904,347,110,2024-06-13,4,3,24,6,2024
2905,70,32,2026-02-12,3,3,7,2,2026
2906,278,26,2025-04-11,2,4,15,4,2025
2907,85,72,2026-02-20,1,4,8,2,2026
2908,33,6,2024-10-22,3,1,43,10,2024
2909,390,4,2024-10-15,2,1,42,10,2024
2910,358,127,2025-08-21,3,3,34,8,2025
2911,183,152,2025-10-29,2,2,44,10,2025
2912,117,121,2024-07-12,3,4,28,7,2024
2913,317,49,2026-03-04,4,2,10,3,2026
2914,190,115,2026-02-06,4,4,6,2,2026
2915,47,177,2025-07-12,1,5,28,7,2025
2916,497,76,2025-08-23,4,5,34,8,2025
2917,231,150,2026-02-15,2,6,7,2,2026
2918,226,13,2025-01-05,1,6,1,1,2025
2919,305,77,2025-03-14,1,4,11,3,2025
2920,59,129,2024-05-11,4,5,19,5,2024
2921,384,127,2026-01-19,1,0,4,1,2026
2922,438,141,2026-02-28,2,5,9,2,2026
2923,190,136,2024-10-15,1,1,42,10,2024
2924,339,186,2024-05-13,2,0,20,5,2024
2925,374,169,2024-12-31,1,1,1,12,2024
2926,345,31,2024-07-14,4,6,28,7,2024
2927,367,198,2024-12-29,4,6,52,12,2024
2928,398,91,2025-04-21,1,0,17,4,2025
2929,330,102,2024-04-25,3,3,17,4,2024
2930,61,152,2025-11-30,2,6,48,11,2025
2931,464,199,2025-05-13,1,1,20,5,2025
2932,47,155,2024-09-15,3,6,37,9,2024
2933,44,53,2025-07-16,3,2,29,7,2025
2934,17,64,2024-08-27,3,1,35,8,2024
2935,374,148,2024-06-10,1,0,24,6,2024
2936,194,66,2025-05-10,1,5,19,5,2025
2937,215,20,2024-03-21,2,3,12,3,2024
2938,403,140,2024-08-26,3,0,35,8,2024
2939,214,131,2025-05-26,4,0,22,5,2025
2940,446,13,2024-06-02,2,6,22,6,2024
2941,50,17,2024-08-31,1,5,35,8,2024
2942,292,139,2025-08-24,4,6,34,8,2025
2943,260,34,2024-08-16,4,4,33,8,2024
2944,66,104,2024-10-29,2,1,44,10,2024
2945,269,106,2025-12-01,2,0,49,12,2025
2946,185,161,2025-10-25,3,5,43,10,2025
2947,53,85,2025-01-30,1,3,5,1,2025
2948,220,69,2024-06-06,4,3,23,6,2024
2949,119,190,2025-09-01,4,0,36,9,2025
2950,77,103,2024-07-26,3,4,30,7,2024
2951,354,29,2025-01-28,2,1,5,1,2025
2952,293,119,2025-02-26,3,2,9,2,2025
2953,7,12,2024-04-06,2,5,14,4,2024
2954,50,162,2025-07-11,2,4,28,7,2025
2955,193,84,2024-09-15,2,6,37,9,2024
2956,397,85,2025-05-24,4,5,21,5,2025
2957,239,151,2025-01-25,2,5,4,1,2025
2958,202,151,2025-10-19,2,6,42,10,2025
2959,74,115,2025-01-14,2,1,3,1,2025
2960,196,107,2025-03-27,2,3,13,3,2025
2961,326,114,2025-01-29,1,2,5,1,2025
2962,42,161,2025-10-25,3,5,43,10,2025
2963,168,108,2025-03-25,1,1,13,3,2025
2964,364,81,2025-01-14,2,1,3,1,2025
2965,61,79,2024-09-12,1,3,37,9,2024
2966,165,160,2025-09-12,1,4,37,9,2025
2967,456,175,2025-04-02,3,2,14,4,2025
2968,345,30,2025-10-22,2,2,43,10,2025
2969,139,50,2025-09-09,3,1,37,9,2025
2970,344,159,2025-02-09,2,6,6,2,2025
2971,362,95,2025-08-04,1,0,32,8,2025
2972,385,80,2026-02-03,1,1,6,2,2026
2973,409,150,2025-08-01,4,4,31,8,2025
2974,136,28,2024-05-27,4,0,22,5,2024
2975,160,115,2024-05-12,1,6,19,5,2024
2976,369,13,2025-01-28,2,1,5,1,2025
2977,36,116,2026-01-12,2,0,3,1,2026
2978,341,143,2024-04-19,4,4,16,4,2024
2979,187,68,2025-05-11,2,6,19,5,2025
2980,175,199,2024-11-25,1,0,48,11,2024
2981,15,116,2025-05-28,1,2,22,5,2025
2982,485,15,2024-08-13,1,1,33,8,2024
2983,350,34,2025-12-29,2,0,1,12,2025
2984,429,117,2024-12-07,3,5,49,12,2024
2985,44,40,2025-07-18,4,4,29,7,2025
2986,259,129,2026-02-24,4,1,9,2,2026
2987,54,44,2025-07-10,3,3,28,7,2025
2988,51,198,2024-11-07,4,3,45,11,2024
2989,65,111,2024-08-01,4,3,31,8,2024
2990,20,157,2025-02-11,1,1,7,2,2025
2991,37,107,2024-05-13,4,0,20,5,2024
2992,201,200,2024-10-08,3,1,41,10,2024
2993,172,49,2024-08-20,3,1,34,8,2024
2994,47,174,2024-12-23,3,0,52,12,2024
2995,448,12,2025-06-10,4,1,24,6,2025
2996,367,121,2024-10-26,2,5,43,10,2024
2997,36,167,2026-01-07,4,2,2,1,2026
2998,51,145,2025-05-31,3,5,22,5,2025
2999,487,150,2024-11-28,2,3,48,11,2024
3000,389,133,2024-11-10,1,6,45,11,2024
3001,95,122,2025-07-02,1,2,27,7,2025
3002,205,70,2025-02-27,4,3,9,2,2025
3003,345,182,2026-01-27,2,1,5,1,2026
3004,45,153,2025-07-25,3,4,30,7,2025
3005,150,147,2025-05-11,4,6,19,5,2025
3006,367,63,2024-07-17,2,2,29,7,2024
3007,223,141,2024-12-02,4,0,49,12,2024
3008,117,37,2024-11-30,1,5,48,11,2024
3009,167,173,2024-04-13,4,5,15,4,2024
3010,315,116,2025-12-15,2,0,51,12,2025
3011,241,148,2024-10-25,2,4,43,10,2024
3012,238,194,2025-06-09,4,0,24,6,2025
3013,340,198,2025-05-26,2,0,22,5,2025
3014,124,16,2025-03-11,1,1,11,3,2025
3015,61,104,2025-10-19,2,6,42,10,2025
3016,19,32,2025-08-07,4,3,32,8,2025
3017,67,135,2025-09-11,2,3,37,9,2025
3018,31,197,2024-12-04,3,2,49,12,2024
3019,352,42,2024-10-23,1,2,43,10,2024
3020,418,96,2025-07-31,1,3,31,7,2025
3021,94,64,2025-01-05,2,6,1,1,2025
3022,337,149,2025-12-18,4,3,51,12,2025
3023,437,138,2026-02-28,4,5,9,2,2026
3024,389,46,2025-11-04,1,1,45,11,2025
3025,275,104,2025-09-08,4,0,37,9,2025
3026,18,183,2024-10-31,4,3,44,10,2024
3027,46,162,2024-06-13,1,3,24,6,2024
3028,60,45,2025-12-06,2,5,49,12,2025
3029,293,193,2025-09-05,3,4,36,9,2025
3030,68,105,2025-01-23,1,3,4,1,2025
3031,181,121,2025-02-17,3,0,8,2,2025
3032,300,152,2025-08-02,4,5,31,8,2025
3033,36,31,2025-08-28,1,3,35,8,2025
3034,334,68,2024-04-13,1,5,15,4,2024
3035,253,200,2024-11-18,4,0,47,11,2024
3036,21,76,2024-04-23,1,1,17,4,2024
3037,86,151,2025-04-24,1,3,17,4,2025
3038,467,10,2025-08-30,2,5,35,8,2025
3039,300,97,2025-08-24,2,6,34,8,2025
3040,381,126,2024-09-22,4,6,38,9,2024
3041,114,169,2024-08-07,3,2,32,8,2024
3042,41,174,2025-05-09,3,4,19,5,2025
3043,278,83,2025-11-15,4,5,46,11,2025
3044,370,186,2025-05-06,1,1,19,5,2025
3045,22,32,2024-03-21,1,3,12,3,2024
3046,243,170,2025-08-14,3,3,33,8,2025
3047,216,162,2025-04-23,3,2,17,4,2025
3048,65,7,2025-07-27,4,6,30,7,2025
3049,151,193,2025-08-04,2,0,32,8,2025
3050,6,73,2025-11-16,4,6,46,11,2025
3051,452,61,2024-07-16,4,1,29,7,2024
3052,269,90,2025-03-13,1,3,11,3,2025
3053,413,78,2025-10-11,4,5,41,10,2025
3054,315,49,2024-09-20,1,4,38,9,2024
3055,89,18,2025-04-26,3,5,17,4,2025
3056,240,151,2026-02-14,1,5,7,2,2026
3057,450,138,2024-05-02,2,3,18,5,2024
3058,327,85,2025-06-05,1,3,23,6,2025
3059,114,157,2024-08-14,4,2,33,8,2024
3060,180,122,2025-06-25,1,2,26,6,2025
3061,457,42,2025-11-28,3,4,48,11,2025
3062,80,65,2024-10-17,2,3,42,10,2024
3063,79,20,2024-04-06,3,5,14,4,2024
3064,250,65,2024-07-30,3,1,31,7,2024
3065,198,51,2025-03-19,1,2,12,3,2025
3066,85,53,2025-03-05,1,2,10,3,2025
3067,63,48,2026-01-06,3,1,2,1,2026
3068,135,36,2025-02-13,1,3,7,2,2025
3069,177,113,2024-07-21,2,6,29,7,2024
3070,248,105,2025-07-03,1,3,27,7,2025
3071,87,179,2024-12-25,1,2,52,12,2024
3072,436,85,2024-06-11,4,1,24,6,2024
3073,165,7,2024-08-01,2,3,31,8,2024
3074,114,79,2024-07-28,4,6,30,7,2024
3075,105,70,2025-01-26,3,6,4,1,2025
3076,476,45,2024-03-27,1,2,13,3,2024
3077,222,80,2026-01-20,3,1,4,1,2026
3078,94,93,2024-07-08,1,0,28,7,2024
3079,365,145,2024-03-12,4,1,11,3,2024
3080,246,79,2025-04-26,1,5,17,4,2025
